PROTID	X20161205_SAMPLE_1_ADJNSAF	X20161205_SAMPLE_11_ADJNSAF	X20161205_SAMPLE_11A_ADJNSAF	X20161205_SAMPLE_12_ADJNSAF	X20161205_SAMPLE_12A_ADJNSAF	X20161205_SAMPLE_16_ADJNSAF	X20161205_SAMPLE_16A_ADJNSAF	X20161205_SAMPLE_19_ADJNSAF	X20161205_SAMPLE_19A_ADJNSAF	X20161205_SAMPLE_1A_ADJNSAF	X20161205_SAMPLE_20_ADJNSAF	X20161205_SAMPLE_20A_ADJNSAF	X20161205_SAMPLE_24_ADJNSAF	X20161205_SAMPLE_24A_ADJNSAF	X20161205_SAMPLE_27_ADJNSAF	X20161205_SAMPLE_27A_ADJNSAF	X20161205_SAMPLE_28_ADJNSAF	X20161205_SAMPLE_28A_ADJNSAF	X20161205_SAMPLE_3_ADJNSAF	X20161205_SAMPLE_32_ADJNSAF	X20161205_SAMPLE_32A_ADJNSAF	X20161205_SAMPLE_35_ADJNSAF	X20161205_SAMPLE_35A_ADJNSAF	X20161205_SAMPLE_36_ADJNSAF	X20161205_SAMPLE_36A_ADJNSAF	X20161205_SAMPLE_3A_ADJNSAF	X20161205_SAMPLE_4_ADJNSAF	X20161205_SAMPLE_40_ADJNSAF	X20161205_SAMPLE_40A_ADJNSAF	X20161205_SAMPLE_43_ADJNSAF	X20161205_SAMPLE_43A_ADJNSAF	X20161205_SAMPLE_44_ADJNSAF	X20161205_SAMPLE_44A_ADJNSAF	X20161205_SAMPLE_48_ADJNSAF	X20161205_SAMPLE_48A_ADJNSAF	X20161205_SAMPLE_4A_ADJNSAF	X20161205_SAMPLE_51_ADJNSAF	X20161205_SAMPLE_51A_ADJNSAF	X20161205_SAMPLE_52_ADJNSAF	X20161205_SAMPLE_52A_ADJNSAF	X20161205_SAMPLE_56_ADJNSAF	X20161205_SAMPLE_56A_ADJNSAF	X20161205_SAMPLE_8_ADJNSAF	X20161205_SAMPLE_8A_ADJNSAF
CHOYP_LOC100378295.1.4|m.3278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CHOYP_LOC100493179.5.15|m.32003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100552730.1.1|m.18699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100898095.9.19|m.32685	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC581711.1.1|m.14276	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
CHOYP_ADHX.1.1|m.60159	18	15	14	17	22	20	16	18	21	19	15	22	14	19	15	15	29	21	14	18	21	9	6	19	18	15	17	18	18	12	14	15	15	22	25	14	18	21	19	22	20	25	17	17
CHOYP_CISY.1.1|m.36666	43	37	36	36	30	50	33	40	32	29	38	33	36	26	23	27	38	34	36	29	30	17	16	34	32	37	43	29	25	20	21	30	22	33	30	36	33	27	28	31	32	27	40	34
CHOYP_POP7.1.2|m.28402	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_PTPRA.9.22|m.46547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
CHOYP_TMC3.1.1|m.4078	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CHOYP_UNC-89.2.2|m.64371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CHOYP_CKAP5.1.1|m.10679	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CHOYP_CPVL.1.2|m.2978	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	2	2	7	4	0	0	9	3	2	3	0	0	0	0	0	7	4	4	5	7	5	0	0
CHOYP_CLEC17A.1.1|m.28486	2	3	3	4	3	1	2	2	3	1	2	3	2	2	3	2	3	3	4	4	3	2	4	4	3	3	3	5	3	2	1	4	2	3	5	1	2	1	2	3	5	4	3	2
CHOYP_BRAFLDRAFT_126058.1.1|m.1201	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_BRAFLDRAFT_199346.1.3|m.11369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_CASP7.21.23|m.63852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_CSTA.1.3|m.6422	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_DPSE_GA20368.1.1|m.6272	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_DPSE_GA28568.7.9|m.48623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CHOYP_LOC100149324.1.1|m.5536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CHOYP_LOC100374274.2.3|m.27036	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_CLK2.1.1|m.3081	0	0	0	0	1	2	2	0	0	0	0	1	1	3	2	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	1	3	0	2	1	0	0	1	0	2	1
CHOYP_LOC578897.1.1|m.11932	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC753176.2.3|m.33553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CHOYP_LOC764850.1.8|m.5396	0	0	1	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
CHOYP_MEGF6.13.59|m.24300	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
CHOYP_NEMVEDRAFT_V1G241446.1.2|m.22601	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_PDE11.3.3|m.51375	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_SC6A5.5.7|m.49357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_SO4A1.1.1|m.46501	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_VMA5A.1.1|m.24860	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CHOYP_XIAP.1.7|m.6021	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
CHOYP_CLK2.1.1|m.3082	4	5	5	4	4	4	4	4	4	4	3	4	4	5	5	3	2	4	4	3	6	0	0	3	4	5	5	3	3	1	1	2	5	5	3	5	3	4	2	6	2	3	3	4
CHOYP_contig_005830|m.6680	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_048420|m.57335	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_049367|m.58596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_CLPX.1.2|m.12748	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CHOYP_CAOG_02976.2.2|m.56777	0	0	0	0	7	10	0	0	7	9	0	7	0	0	0	0	8	6	0	0	4	3	4	0	8	0	7	0	6	0	4	0	0	0	7	8	0	0	0	0	0	4	0	5
CHOYP_GEPH.2.2|m.56703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
CHOYP_BRAFLDRAFT_117282.2.6|m.13259	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHOYP_BRAFLDRAFT_130395.1.1|m.38394	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_BRAFLDRAFT_216893.1.1|m.18940	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_BRAFLDRAFT_258021.1.1|m.6099	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
CHOYP_BRAFLDRAFT_277055.2.2|m.18714	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CHOYP_BRAFLDRAFT_87834.1.1|m.37325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_CLPX.2.2|m.49273	1	0	1	0	2	1	1	0	2	1	1	2	2	0	0	0	3	0	0	1	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHOYP_CDC42.11.11|m.60002	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_FA65A.1.1|m.24019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100123667.1.1|m.22353	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CHOYP_LOC100369330.1.1|m.48177	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100488715.1.1|m.61241	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100649375.1.1|m.21222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CHOYP_LOC100679608.3.3|m.55829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CHOYP_LOC580669.1.1|m.7758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC660225.1.1|m.35196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CHOYP_MDN1.2.8|m.1779	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHOYP_CML8.1.1|m.37436	3	2	1	2	3	1	1	2	4	1	2	1	2	2	2	0	1	2	2	2	1	1	0	1	0	1	5	0	0	0	0	0	0	0	0	4	0	0	1	1	0	1	1	4
CHOYP_ZC3HA.1.1|m.27569	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_018118|m.21239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_021664|m.24884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_022641|m.25871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_050044|m.59512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_CN166.1.1|m.14529	4	3	4	1	5	1	4	2	6	4	7	4	2	3	2	6	7	6	3	2	3	2	2	1	2	0	4	2	4	2	2	1	2	4	3	4	3	0	0	3	2	2	1	4
CHOYP_BRAFLDRAFT_118430.2.2|m.44188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHOYP_BRAFLDRAFT_279949.1.1|m.54415	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_BRAFLDRAFT_67226.1.1|m.38034	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0
CHOYP_BRAFLDRAFT_96598.1.1|m.54770	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
CHOYP_C1QT4.2.5|m.28767	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0
CHOYP_CAPN9.1.1|m.9975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CHOYP_GCY.2.4|m.33243	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100372803.1.2|m.18615	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
CHOYP_LOC100878786.1.1|m.55152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CHOYP_CNA1.1.1|m.65403	2	5	8	8	10	9	9	9	8	8	8	10	9	9	4	6	5	9	6	4	2	0	0	3	3	8	4	4	4	3	3	3	4	8	11	10	4	6	6	7	3	5	7	5
CHOYP_LOC100893889.1.2|m.7738	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CHOYP_LR16A.3.3|m.59539	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_MEG10.80.91|m.60740	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0	1
CHOYP_NEMVEDRAFT_V1G245280.11.11|m.63026	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_OTX5B.1.1|m.10054	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_POPTRDRAFT_1091519.1.1|m.56854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_040388|m.45791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_AFG32.1.1|m.59372	3	6	1	2	5	3	4	5	5	0	3	4	2	4	5	5	3	5	5	3	6	1	1	5	4	3	2	3	4	1	2	4	2	0	2	1	4	3	1	3	1	4	3	2
CHOYP_CNOT1.1.1|m.12106	11	0	0	0	0	5	0	0	8	2	0	0	6	0	5	6	0	0	10	2	11	4	4	8	5	8	9	7	10	0	2	5	4	0	0	9	3	6	5	5	7	9	7	11
CHOYP_ASCC1.1.1|m.39863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CHOYP_BRK1.1.3|m.12345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CHOYP_LOC100375232.1.2|m.2686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CHOYP_CNOT2.1.2|m.47530	2	3	3	4	3	3	4	3	3	3	4	3	1	2	1	1	5	2	3	1	1	0	0	2	2	2	1	1	2	0	0	1	1	1	1	3	3	3	2	2	2	1	3	2
CHOYP_LOC100552374.1.1|m.21979	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHOYP_LOC100636931.6.8|m.48882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100645644.1.1|m.55634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC101065149.1.1|m.49591	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1
CHOYP_LOC101159719.1.1|m.21443	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CHOYP_LOC590838.1.1|m.24953	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC591441.1.1|m.19965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
CHOYP_MEG11.8.25|m.39826	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_MET23.1.1|m.14359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_PHUM_PHUM479110.1.1|m.54103	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_CNOT3.1.1|m.62322	1	1	0	1	2	1	0	0	1	1	0	3	1	1	1	0	1	4	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
CHOYP_TVAG_291510.9.9|m.53036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_004751|m.5446	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_024935|m.28365	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_026679|m.30379	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_CNOT7.1.2|m.7497	1	0	1	2	1	1	1	1	2	2	2	1	1	0	1	0	1	1	2	0	1	0	0	1	1	0	1	0	1	0	0	0	2	2	0	1	2	3	1	1	1	1	1	1
CHOYP_AAEL_AAEL007549.1.1|m.13827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_AASI_1435.28.35|m.60443	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CHOYP_BRAFLDRAFT_129034.1.1|m.17626	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CHOYP_CNOT7.2.2|m.35718	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
CHOYP_IP6K1.1.1|m.54347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CHOYP_LOC100371435.1.1|m.6503	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100560904.1.1|m.37479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CHOYP_LOC100705460.1.3|m.4908	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CHOYP_LOC100904518.1.1|m.53104	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_ZGC_113625.1.2|m.2855	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CHOYP_contig_020370|m.23576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_020442|m.23651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_027678|m.31381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_043212|m.49892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CHOYP_CO5A2.1.1|m.28030	7	1	1	1	1	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	2
