PROTID	X20161205_SAMPLE_1_ADJNSAF	X20161205_SAMPLE_11_ADJNSAF	X20161205_SAMPLE_11A_ADJNSAF	X20161205_SAMPLE_12_ADJNSAF	X20161205_SAMPLE_12A_ADJNSAF	X20161205_SAMPLE_16_ADJNSAF	X20161205_SAMPLE_16A_ADJNSAF	X20161205_SAMPLE_19_ADJNSAF	X20161205_SAMPLE_19A_ADJNSAF	X20161205_SAMPLE_1A_ADJNSAF	X20161205_SAMPLE_20_ADJNSAF	X20161205_SAMPLE_20A_ADJNSAF	X20161205_SAMPLE_24_ADJNSAF	X20161205_SAMPLE_24A_ADJNSAF	X20161205_SAMPLE_27_ADJNSAF	X20161205_SAMPLE_27A_ADJNSAF	X20161205_SAMPLE_28_ADJNSAF	X20161205_SAMPLE_28A_ADJNSAF	X20161205_SAMPLE_3_ADJNSAF	X20161205_SAMPLE_32_ADJNSAF	X20161205_SAMPLE_32A_ADJNSAF	X20161205_SAMPLE_35_ADJNSAF	X20161205_SAMPLE_35A_ADJNSAF	X20161205_SAMPLE_36_ADJNSAF	X20161205_SAMPLE_36A_ADJNSAF	X20161205_SAMPLE_3A_ADJNSAF	X20161205_SAMPLE_4_ADJNSAF	X20161205_SAMPLE_40_ADJNSAF	X20161205_SAMPLE_40A_ADJNSAF	X20161205_SAMPLE_43_ADJNSAF	X20161205_SAMPLE_43A_ADJNSAF	X20161205_SAMPLE_44_ADJNSAF	X20161205_SAMPLE_44A_ADJNSAF	X20161205_SAMPLE_48_ADJNSAF	X20161205_SAMPLE_48A_ADJNSAF	X20161205_SAMPLE_4A_ADJNSAF	X20161205_SAMPLE_51_ADJNSAF	X20161205_SAMPLE_51A_ADJNSAF	X20161205_SAMPLE_52_ADJNSAF	X20161205_SAMPLE_52A_ADJNSAF	X20161205_SAMPLE_56_ADJNSAF	X20161205_SAMPLE_56A_ADJNSAF	X20161205_SAMPLE_8_ADJNSAF	X20161205_SAMPLE_8A_ADJNSAF
CHOYP_TBX20.3.4|m.49132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_Y003.1.1|m.31014	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
CHOYP_Y054.1.1|m.9666	1	1	0	1	1	2	0	0	0	1	0	0	1	0	2	0	2	1	1	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	1	0	1	1	2	0	1	1	0	0
CHOYP_contig_016010|m.18750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_039097|m.44266	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_041380|m.47215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_055842|m.66464	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_CEP192.1.2|m.7869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CHOYP_TRIADDRAFT_26633.4.6|m.50465	0	0	0	1	0	0	1	0	0	0	0	1	2	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1
CHOYP_LOC763960.1.2|m.17062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CHOYP_contig_034686|m.39375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_USO1.11.11|m.64787	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CHOYP_CEP350.1.1|m.4119	0	0	0	3	3	0	0	0	1	2	2	2	1	0	0	0	0	1	1	2	2	0	0	0	1	0	0	0	2	0	0	0	0	0	4	1	0	0	0	2	1	1	1	1
CHOYP_ASGR2.1.4|m.4187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
CHOYP_BRAFLDRAFT_208197.2.21|m.9816	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
CHOYP_BRAFLDRAFT_284508.1.1|m.4587	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
CHOYP_DICER.1.3|m.9936	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_DLP1.1.1|m.40279	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_FASN.3.4|m.60280	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_HSPA12A.5.27|m.21251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
CHOYP_CEP63.2.2|m.35716	3	1	2	2	1	2	2	1	1	3	5	3	1	2	1	1	2	1	1	3	2	0	0	1	2	3	1	2	3	0	0	2	1	2	0	2	3	4	3	3	0	4	2	1
CHOYP_ISCW_ISCW016328.1.1|m.10256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_K1468.1.1|m.24917	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CHOYP_LOC100079978.1.1|m.18519	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100208023.8.8|m.49917	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100377009.9.10|m.60552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100502592.1.1|m.27996	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_LOC100533220.2.2|m.13990	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100708602.1.1|m.65805	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100922782.1.1|m.5582	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC101157895.2.2|m.28009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_CETN1.1.3|m.15199	5	3	3	2	3	3	3	5	5	7	4	5	3	3	5	5	3	4	4	3	5	3	2	2	4	6	6	1	4	2	5	5	5	2	2	5	1	1	4	3	2	2	3	3
CHOYP_MUG2.1.1|m.55656	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_NEMVEDRAFT_V1G168923.1.1|m.29344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0
CHOYP_PCDH1.2.3|m.8055	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_PGCB.2.2|m.43444	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_POLR3K.1.1|m.8423	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
CHOYP_ZFY27.1.1|m.31417	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_005396|m.6126	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0
CHOYP_contig_018098|m.21196	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_022951|m.26161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_032666|m.37309	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_CG057.1.1|m.45912	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_049102|m.58220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_MEGF6.53.59|m.55485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_MAD1.1.1|m.48542	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
CHOYP_NEMVEDRAFT_V1G218914.4.4|m.62116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_ADAMTS18.1.2|m.4932	6	6	7	9	7	8	9	7	6	9	8	10	9	5	5	5	7	8	3	7	7	0	0	6	7	4	5	6	7	3	3	6	5	8	10	7	12	7	6	4	6	8	5	6
CHOYP_CG17147.1.1|m.28107	10	11	12	7	9	10	3	8	8	8	6	6	6	2	8	3	9	5	14	8	3	2	1	6	4	14	11	10	7	4	3	6	6	6	10	14	6	7	7	8	8	7	11	13
CHOYP_LOC100372236.3.4|m.54964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CHOYP_BRAFLDRAFT_249141.1.1|m.6974	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0
CHOYP_BRAFLDRAFT_276131.1.1|m.46672	0	1	1	2	3	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	2	2	1	0	2	2	0	0	1	1	0	1	1	1	1	0	0	0	1	1	1
CHOYP_CLASR.1.2|m.27688	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_CGD4_750.1.1|m.29180	3	2	3	2	2	2	2	2	2	2	2	2	0	2	1	3	3	2	1	3	2	2	2	3	2	2	1	3	2	3	4	2	1	2	2	1	2	2	2	2	2	3	2	2
CHOYP_DMOJ_GI12939.1.3|m.5732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100157373.1.1|m.51867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
CHOYP_LOC100634184.2.3|m.15892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CHOYP_LOC100714922.1.1|m.39817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC755594.5.6|m.54446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_NEMVEDRAFT_V1G206150.1.1|m.39762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHOYP_POMGNT1.1.1|m.33377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_RABX5.1.2|m.26033	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHOYP_RGPA1.1.1|m.50924	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_CH60.1.1|m.26967	57	66	85	81	77	70	74	74	74	61	70	72	58	61	54	60	57	75	52	70	71	34	29	75	76	71	63	66	62	33	39	54	57	67	73	76	51	54	51	57	64	59	88	79
CHOYP_TLR6.1.2|m.24581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CHOYP_TRI45.18.23|m.48495	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_TSN3.1.1|m.57074	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CHOYP_contig_003595|m.4058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_014215|m.16209	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_021736|m.24962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CHOYP_contig_042540|m.49007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_ACINU.1.1|m.9352	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_CHERP.1.1|m.22401	1	0	1	3	2	2	2	3	0	0	2	3	0	1	2	0	4	1	1	1	2	0	0	0	1	2	1	0	2	0	0	0	0	3	3	1	1	0	1	1	3	2	3	2
CHOYP_DDX58.9.9|m.62757	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_CHGG_10233.1.1|m.39238	10	8	10	10	8	10	10	11	9	8	10	9	9	9	8	8	12	10	10	11	13	3	2	8	10	10	9	12	14	7	7	8	8	12	12	10	11	11	12	13	11	14	9	9
CHOYP_CASP10.4.7|m.45631	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
CHOYP_AFUA_1G01020.24.50|m.32940	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_AFUA_1G01020.33.50|m.43179	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_BRAFLDRAFT_122376.1.1|m.49446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_BRAFLDRAFT_235412.2.2|m.58139	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_BRAFLDRAFT_74861.1.1|m.16599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CHOYP_CF106.1.1|m.14354	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_CHM2A.1.1|m.59752	2	1	1	2	2	1	1	1	1	1	1	1	2	0	2	1	1	1	1	2	1	1	2	2	2	2	2	2	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1
CHOYP_CO6A6.3.3|m.51505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
CHOYP_DNER.1.1|m.28378	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_HSPA12B.1.1|m.36165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOAG_05814.1.1|m.56611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_LOC100366763.1.1|m.53709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
CHOYP_LOC100371597.1.1|m.3330	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
CHOYP_LOC100377560.1.1|m.66612	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CHOYP_LOC100485356.1.1|m.21339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100903758.1.1|m.43697	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LRP1B.2.2|m.54317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CHOYP_CHMP5.1.1|m.66827	5	3	3	6	2	2	4	5	5	5	7	1	4	1	5	4	8	4	7	4	1	1	3	3	2	5	8	4	3	2	3	3	3	2	1	5	4	2	4	3	3	1	7	5
CHOYP_MRPL55.1.1|m.1120	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_OSHV1_GP010.1.2|m.28853	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_PE2R3.2.2|m.61863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CHOYP_SORBIDRAFT_04G037735.1.1|m.52863	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_007032|m.8066	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CHOYP_contig_018676|m.21920	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1
CHOYP_CHRD1.1.1|m.42143	5	9	6	8	10	12	15	8	8	6	9	7	8	9	7	5	8	10	8	10	10	3	4	8	12	8	7	10	7	5	5	9	5	15	9	8	11	7	11	8	10	10	14	12
CHOYP_CALMB.1.1|m.41570	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_CIAO1.1.1|m.48324	2	5	6	3	3	4	4	3	5	1	7	4	1	2	0	0	1	4	5	4	4	0	0	5	2	4	4	4	4	0	0	3	2	3	0	2	4	6	5	5	2	0	5	2
CHOYP_BRAFLDRAFT_109077.1.1|m.7494	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_BRAFLDRAFT_120146.1.1|m.26173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_BRAFLDRAFT_278918.3.5|m.38481	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CHOYP_BRAFLDRAFT_67741.2.2|m.37743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CHOYP_BRAFLDRAFT_74383.1.1|m.14279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_BRAFLDRAFT_75094.1.2|m.24898	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_C1QL4.7.10|m.49245	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1
CHOYP_DYAK_GE25484.1.1|m.6273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100121991.1.1|m.13778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CHOYP_CIC.1.2|m.57436	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	2	1	1	1
CHOYP_LOC100122904.1.1|m.45984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100367423.1.1|m.23397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100372311.1.1|m.6654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CHOYP_LOC100373178.1.1|m.61012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100375514.2.6|m.12927	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
